stocks_id,date,open,high,low,close,adj_close,volume
3,2018-12-31,128.179993,129.550003,127.419998,129.050003,116.135086,7409900
3,2019-01-02,128.130005,128.380005,126.279999,127.75,114.965172,7631700
3,2019-01-03,128.139999,128.270004,125.360001,125.720001,113.138351,8654500
3,2019-01-04,127.120003,128.649994,126.730003,127.830002,115.03717,8831700
3,2019-01-07,127.629997,128.350006,126.800003,127.010002,114.29924,8404700
3,2019-01-08,128.179993,130.5,127.730003,129.960007,116.954025,9351600
3,2019-01-09,129.830002,130.240005,128.330002,128.929993,116.027084,7403500
3,2019-01-10,127.690002,129.889999,127.690002,129.710007,116.729027,6224400
3,2019-01-11,129,129.839996,128.309998,129.75,116.765015,5300400
3,2019-01-14,128.740005,128.960007,127.589996,128.279999,115.442146,7374400
3,2019-01-15,128.520004,129.490005,127.650002,129.360001,116.414047,5194400
3,2019-01-16,129.410004,129.410004,127.900002,128.039993,115.226151,6264200
3,2019-01-17,127.709999,129.520004,127.459999,129.089996,116.171089,7632000
3,2019-01-18,129.899994,131.179993,129.449997,130.690002,117.610954,10593000
3,2019-01-22,128.199997,129.5,127.010002,128.800003,115.910095,10568100
3,2019-01-23,128.5,129.300003,127.93,128.800003,115.910095,9267800
3,2019-01-24,128.490005,128.699997,125,127.029999,114.31723,9917000
3,2019-01-25,128.130005,128.449997,127.029999,128.229996,115.397133,7585100
3,2019-01-28,127.809998,129.149994,127.290001,128.990005,116.081078,6927700
3,2019-01-29,128.949997,130.470001,128.5,130.330002,117.28698,6669300
3,2019-01-30,130.369995,132.190002,130.300003,131.639999,118.465874,7299300
3,2019-01-31,131.630005,135.190002,130.869995,133.080002,119.761757,17298100
3,2019-02-01,134.020004,134.690002,133.470001,134.199997,120.769676,9575200
3,2019-02-04,133.960007,134.149994,132.210007,132.880005,119.581802,7759000
3,2019-02-05,133.520004,133.880005,132.75,132.880005,119.581802,6449800
3,2019-02-06,133.080002,133.570007,132.300003,133,119.689758,5066100
3,2019-02-07,132.449997,132.639999,131.529999,132.050003,118.834846,6085300
3,2019-02-08,131.949997,132.460007,131.539993,132.399994,119.149811,4436700
3,2019-02-11,132.309998,132.669998,131.259995,132,118.789856,4962200
3,2019-02-12,132.080002,134.300003,132.080002,134.160004,120.733688,6262300
3,2019-02-13,134.070007,134.979996,133.210007,134.449997,120.994675,7902200
3,2019-02-14,134.300003,134.820007,133.350006,134.309998,120.868675,3910400
3,2019-02-15,135.190002,136.410004,135.009995,136.380005,122.731514,6665000
3,2019-02-19,136.139999,136.380005,135.630005,135.690002,122.11058,5935500
3,2019-02-20,135.970001,136.729996,135.729996,136.350006,122.704521,6089800
3,2019-02-21,134.979996,135.789993,134.270004,135.419998,121.867569,6665500
3,2019-02-22,135.289993,136.639999,134.820007,136.600006,122.92952,5223900
3,2019-02-25,136.350006,137.490005,135.860001,136.199997,123.382416,6846600
3,2019-02-26,136.440002,136.960007,136.050003,136.110001,123.300926,5106900
3,2019-02-27,135.520004,136.25,135.389999,135.869995,123.083496,4378100
3,2019-02-28,135.949997,137.949997,135.690002,136.639999,123.781044,10133200
3,2019-03-01,137.220001,138.610001,137.009995,138.350006,125.330132,5641600
3,2019-03-04,138.850006,139.410004,137.509995,138.479996,125.447884,8377700
3,2019-03-05,138.809998,139.139999,138.360001,138.770004,125.710564,6568900
3,2019-03-06,139.470001,139.649994,138.600006,139.089996,126.000488,6236900
3,2019-03-07,138.529999,139.119995,137.699997,138.240005,125.230453,6100400
3,2019-03-08,138.089996,139.300003,136.419998,138.059998,125.067406,7046700
3,2019-03-11,138.110001,139.029999,137.520004,138.559998,125.520355,6150400
3,2019-03-12,138.649994,140,138.5,139.179993,126.082008,5552900
3,2019-03-13,139.589996,139.839996,139.020004,139.410004,126.290344,6446900
3,2019-03-14,138.339996,138.800003,137.940002,138.020004,125.031174,8493600
3,2019-03-15,138,138.259995,136.830002,137.600006,124.650681,11922500
3,2019-03-18,137.649994,137.779999,136.720001,137.169998,124.261162,7369600
3,2019-03-19,137.610001,138.820007,137.470001,138.440002,125.411659,5882500
3,2019-03-20,138.330002,138.509995,136.649994,137.289993,124.369865,5475700
3,2019-03-21,137,138.779999,136.949997,138.100006,125.103622,5765100
3,2019-03-22,137.75,138.389999,136.860001,136.910004,124.025604,6528800
3,2019-03-25,136.910004,137.009995,135.740005,136.610001,123.753868,4500300
3,2019-03-26,136.929993,139.270004,136.929993,138.570007,125.529419,4758600
3,2019-03-27,138.589996,139.479996,138.070007,138.699997,125.647179,6764900
3,2019-03-28,139.059998,139.460007,138.710007,138.880005,125.810265,4602100
3,2019-03-29,139.279999,139.880005,138.880005,139.789993,126.634583,7168400
3,2019-04-01,139.990005,140.289993,138.740005,138.979996,125.900833,5885200
3,2019-04-02,139.009995,139.009995,136.910004,137.710007,124.750359,5517800
3,2019-04-03,138.199997,138.240005,136.869995,137.169998,124.261162,5947000
3,2019-04-04,136.869995,137.009995,135.130005,135.570007,122.811737,5844600
3,2019-04-05,136.039993,136.580002,135.699997,136.179993,123.364319,4759700
3,2019-04-08,136.050003,136.509995,135.699997,136.139999,123.328094,4329600
3,2019-04-09,136,136.259995,134.559998,135.570007,122.811737,5210300
3,2019-04-10,135.889999,136.130005,135.330002,135.580002,122.820778,4194100
3,2019-04-11,135.960007,136.179993,134.419998,135.210007,122.485619,4485200
3,2019-04-12,135.220001,136.350006,134.75,135.979996,123.183159,5756800
3,2019-04-15,136,136.789993,135.800003,136.520004,123.672318,5380900
3,2019-04-16,138.320007,140.699997,137.559998,138.020004,125.031174,10745700
3,2019-04-17,139,140.149994,137.669998,138.520004,125.4841,9543700
3,2019-04-18,139.350006,140.240005,135.75,137.520004,124.578224,10485300
3,2019-04-22,136.979996,138.490005,136.460007,137.830002,124.85907,4666500
3,2019-04-23,137.419998,140.850006,137.25,139.899994,126.734261,5790500
3,2019-04-24,139.649994,140.139999,138.860001,139.199997,126.100098,5676300
3,2019-04-25,138.520004,139.770004,137.960007,139.649994,126.507767,5218100
3,2019-04-26,139.880005,140.520004,139.309998,140.389999,127.178139,4613600
3,2019-04-29,140.350006,140.429993,139.580002,139.839996,126.679871,4275200
3,2019-04-30,140.190002,141.449997,138.960007,141.199997,127.911903,6003700
3,2019-05-01,140.949997,142.350006,139.75,141.949997,128.591309,6656300
3,2019-05-02,141.910004,142.149994,140.119995,141.279999,127.984375,8835600
3,2019-05-03,141.289993,142.089996,141.080002,142.009995,128.64566,5281600
3,2019-05-06,140.25,142.240005,139.929993,142.089996,128.718124,5818900
3,2019-05-07,140.820007,141.380005,139.059998,139.970001,126.79763,6606700
3,2019-05-08,140.199997,140.919998,139.699997,139.789993,126.634583,4667300
